index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.4771589541521443,-0.4190940374222443,-0.48312547860652233,-0.43070987717401854,-0.549776545054465,-0.5546148892917804,-0.4745250385367622,-0.5134169755843948,-0.5731795544810069,-0.5178337335611279,-0.5177038363203489,-0.5173929571558784,-0.4672791736607683,-0.4824629745345639,-0.5425724904723448,-0.5509771865973471
1,0.4005248666232155,-0.28836312488938454,-0.48187385592517745,-0.3633933899764098,-0.5773747555077083,-0.5662376922724796,-0.4740816603663512,-0.5130521927655963,-0.5745641800749084,-0.5179494557089203,-0.5171285345862914,-0.5164962491108573,-0.49968051613896486,-0.48286427926718933,-0.5414052913910755,-0.5510467959779309
2,0.5431530815827551,-0.39035097450828926,-0.4825118542327517,-0.40558070417419073,-0.539161853540997,-0.5348749127831697,-0.475739237722467,-0.5122129555873098,-0.5747297959150786,-0.5182490060797257,-0.5170092440448046,-0.5156549060524308,-0.537487177753872,-0.4828506955225172,-0.5405992043647395,-0.550889737800003
3,-0.20644997795193934,0.4153070873021975,-0.33090097907590216,-0.3196443140199818,-0.5118018713323677,-0.5434946625784944,-0.41681060187193136,-0.5099752670768161,-0.5634756065071022,-0.521950833243115,-0.5167514798263599,-0.5325771809989569,-0.4918345787471426,-0.4872639709276986,-0.5482012214245532,-0.5569246558832941
4,-0.12216624165782382,0.43944627303759803,-0.15010856813554652,-0.2714055082133751,-0.16996550688305967,-0.033349851999050314,-0.24393082297239743,-0.3576393731329889,-0.3622372017236891,-0.3463637836023378,-0.3985153647790584,-0.3485221481845597,-0.34658214717423114,-0.3395831902980046,-0.3823284959954227,-0.3157820328094632
5,-0.19940987727895962,0.20654275843901562,-0.4030701427325736,-0.31653859748901475,-0.5709816507241102,-0.4318608515064434,-0.4078737340678051,-0.5184673684889919,-0.5809226544941409,-0.46556210225839506,-0.5120823337715478,-0.5133665578289006,-0.48533933185351397,-0.47655749166580097,-0.5429928845012252,-0.5539042891563478
6,-0.36216351015051446,-0.3720182287346872,0.41168330265864134,-0.41888052859153174,-0.5485182036277975,-0.4007697160945664,-0.39300188031224026,-0.4171448963944387,-0.4957774855060014,-0.49753543256085486,-0.4620343299768177,-0.5240568509876029,-0.36023415950998156,-0.49373264593981897,-0.509753456486977,-0.5655674097459249
7,-0.3339416672184565,-0.4294207929682931,0.3921336738572088,-0.3984468703017466,-0.4162674303127321,-0.4180064845728519,-0.3467563925124547,-0.3625939030615698,-0.41490053135572724,-0.36536405435907626,-0.44732370766033397,-0.530611315278281,-0.31290718013714824,-0.4951278373825391,-0.5511822295887381,-0.5595576250452361
8,-0.22458809353438688,-0.37330147858161356,0.4897660571201413,-0.27296049719924453,-0.40997799209214936,-0.4053632199287792,-0.35911627412063224,-0.36192372419311386,-0.5644482938824059,-0.3906060075718144,-0.3992436173973438,-0.524279569342677,-0.4978358274859927,-0.4792309225596323,-0.5010086867496107,-0.5547648142079008
9,-0.484195130687013,-0.3906386397582245,-0.41036944188967633,0.7438273825279984,-0.5750014451461837,-0.5349080501383844,-0.46166317763777026,-0.3872985095024819,-0.5754122219991294,-0.5237527951234454,-0.5217017873684112,-0.5250976603002832,-0.46998340416039946,-0.4853555000119436,-0.5465047675253881,-0.5608786506054947
10,-0.47703750394467237,-0.36181899923238425,-0.4080952981878597,0.6432921247837801,-0.5478760607358578,-0.43509893743967804,-0.3790557199568832,-0.3648837720029418,-0.5507921062479079,-0.5195676280035552,-0.5198775487321412,-0.4957242139643428,-0.4594004057262765,-0.48536612014409847,-0.5466976100255188,-0.5759859462713479
11,-0.508791620159857,-0.3639286620196219,-0.3851571722452093,0.7636961196052008,-0.5771016530273637,-0.42072444780529433,-0.4459488015688134,-0.2867238807564334,-0.5530900597319917,-0.5197155646430133,-0.5198224722501975,-0.5208145406606166,-0.4708409294908029,-0.48534159733708876,-0.5481083061021379,-0.5590124330854389
12,-0.48351552337467374,-0.45275890985929884,-0.4607692868714975,-0.33993809881286546,0.4547583509455417,-0.4590623378628631,-0.46549408024605043,-0.5092946727819205,-0.5542222979259838,-0.5097617371428866,-0.5243129653136118,-0.5258948483217945,-0.4489644540951219,-0.4903197983923798,-0.5489518344753449,-0.5599405421078388
13,-0.5013211075520781,-0.3360965087653331,-0.4786431831055397,-0.3438023385767214,0.3689586348402981,-0.422050817584755,-0.4737649037417631,-0.5081278081153793,-0.5758936054037705,-0.5191109017561323,-0.518327834495167,-0.5240047841796809,-0.3689849812748222,-0.4845410650061244,-0.546145976815401,-0.5567050272540991
14,-0.4892816589395597,-0.45204908177345166,-0.4777393102761987,-0.37848596920806854,0.3746159316369633,-0.44254746457858046,-0.4702164471141133,-0.5106826358614421,-0.5730352804302189,-0.5113033050465695,-0.5145189263126198,-0.523606719576717,-0.3762044583327177,-0.48084399084648666,-0.5419929261501026,-0.5559666927851213
15,-0.3034944824552589,-0.380094558131067,-0.352693898093828,-0.34382906554890824,-0.3984804546296305,-0.09997403313067757,-0.3614639112746564,-0.3613020024467416,-0.39292383739559705,-0.38459506925209314,-0.3957833608574357,-0.3198176616890426,-0.3166835168650744,-0.33778861128894766,-0.3735916593189994,-0.5342320075725532
16,-0.42789832265997907,-0.04101805928391743,-0.11689505867166254,-0.0940712962360957,-0.5608869598125221,-0.3730090284894612,-0.045293690911345094,-0.05361040214724893,-0.5743677037618048,-0.11755514154700672,-0.1541127813700727,-0.03004921077815621,-0.46522023429999054,-0.07722678184551428,-0.05421943743911359,-0.10338765320222597
17,-0.40506506256872915,0.43683353102206685,0.26702025541730323,0.029346921278074384,-0.44991585026946757,0.36705033497255274,0.363727601226754,0.10259699313750316,-0.4247055085232796,0.6851247677972154,0.4533707440565546,-0.02800890805586508,-0.39535154341676887,0.19390122144240604,0.28718934521316913,-0.10496884642426642
18,-0.3434670111645109,-0.3883656540418667,-0.35637633789510864,-0.3569800584868072,-0.3326131398625746,-0.3808407173098327,-0.03308501958573788,-0.31803394486541886,-0.438139108760404,-0.3994235604511923,-0.3797677325024084,-0.32517608567191136,-0.44725304059667037,-0.35692465480329927,-0.327491890517687,-0.48720569615378967
19,-0.30183723282419417,-0.3875445976431278,-0.3847465159188128,-0.39480695260706644,-0.40857506258852244,-0.41227196785922976,-0.05519964367907763,-0.43917081732077373,-0.5110556702825491,-0.40857336999162525,-0.4538112725094579,-0.432625496548761,-0.46027425644317854,-0.419616142414832,-0.5015627894470873,-0.5595244989224087
20,-0.3163731592499034,-0.4053832832994098,-0.2622107450061767,-0.40654330945678885,-0.17219574534106538,-0.18930868036243828,-0.009108519134667802,-0.3076205201729591,-0.3614846167834851,-0.261403339680804,-0.15354747676497763,-0.3218950969278097,-0.2825255038037672,-0.40100587261588316,-0.33710143578899976,-0.4162926895685866
21,-0.48432414317136385,-0.38324514454323844,-0.3522607940419896,-0.40350256480938457,-0.5102368690652875,-0.4062918222589195,-0.37181246511395627,0.48245004453327134,-0.4997727898308413,-0.3893797673817195,-0.39563092554971674,-0.3823385570467982,-0.4178649987167942,-0.48529863607534995,-0.5159213709353532,-0.5529608977870504
22,-0.5043806303178788,-0.3606707810141275,-0.34816932385484456,-0.3425359223993842,-0.41484525907156017,-0.41381385370968454,-0.34338403733101586,0.43358407224507844,-0.5398905432552659,-0.4702745542972997,-0.4618862178918655,-0.43273623244079634,-0.4690113263770517,-0.4832924072845432,-0.5379415263469024,-0.5406662032605044
23,-0.5044123910004061,-0.3444855758188957,-0.3776396489644136,-0.3551454592760398,-0.46603822046982296,-0.44105265194722504,-0.3782101235532507,0.4060972030202943,-0.48857200385803595,-0.4152960895985237,-0.4145926292345199,-0.34944112757415025,-0.5068554525576179,-0.48657408471324926,-0.5469373521763159,-0.553266436306076
24,-0.5068434798610832,-0.4274339516397213,-0.48943587051968657,-0.3720207080208935,-0.48294288324553775,-0.47261267646172445,-0.4518066891857052,-0.4752319448787481,0.3209884440538124,-0.4701844074730122,-0.5180556094314847,-0.5206831396039275,-0.45003968965537555,-0.4828913085801153,-0.5430050007011856,-0.5544848335447623
25,-0.5074815311074053,-0.49538828731336243,-0.4873614187887701,-0.3879594624095729,-0.5506441413840726,-0.5298069623316322,-0.46524738614459155,-0.502235323588489,0.1742974912598753,-0.4918136924576317,-0.5176871061552453,-0.5190524451374785,-0.23692616464566285,-0.47426610149580695,-0.5434385582988561,-0.5546620831685888
26,-0.5064972577742052,-0.40608309029959655,-0.4870954387636648,-0.3643489156496482,-0.4119211328165621,-0.4312722133801282,-0.4551820169076092,-0.5030525703697548,0.26394814946604417,-0.40867605103066434,-0.5005099877003103,-0.5201773948413488,-0.33060388070240065,-0.46227513743229504,-0.5473280127453303,-0.5543086732133122
27,-0.4036399587535363,-0.1868553432513681,-0.11689224592710078,-0.25408249321919835,-0.4858577432079053,0.5048967816925538,0.1494158952192887,-0.2064277376004241,-0.1794940491820325,0.5594475732957754,0.4523089114768009,-0.19492801006151247,-0.2506676685756976,1.1376221355669691,0.42967211443426506,-0.3308178272458652
28,-0.49788083665519317,-0.35011141594306405,-0.3646260812586843,-0.27094848141555683,-0.586024029161225,-0.24897505433488576,-0.2657657501863406,-0.3612601521222279,0.2936994664117222,-0.35968295054296395,-0.2761897434821299,-0.3587691838246723,0.08131159519572352,-0.34764716531072737,-0.2177388146075324,-0.3310866835161251
29,-0.5026498300370917,-0.3637683584821543,-0.3665540286322121,-0.40913976347854875,-0.17197241355068804,-0.39750482186457,-0.37135818718002667,-0.49999853713145737,0.6696691395142675,-0.18787519658359408,-0.5065028777794607,-0.3597453184315685,0.4155288382760452,-0.48045937977655406,-0.38350381935873595,-0.33095322889455614
30,-0.3152358177564862,-0.4654541950645694,-0.4631000023225291,-0.3185236502787726,-0.16835328179832587,-0.44176104696189145,-0.4330663627310968,-0.4834192144308323,-0.2704586802478842,-0.31325046463342004,-9.00042371729659e-05,-0.48674319295274887,-0.24203332659225388,-0.3127472088309992,-0.2922079887913416,-0.5527758943619836
31,-0.43612384240843144,-0.3750929826738639,-0.3714775613237303,-0.3455849910617509,-0.3692527544881669,-0.40875324642289973,-0.36281225899767766,-0.3842543900418554,-0.41300556215088535,-0.3981650614349869,0.08611474036984296,-0.3624552359834215,-0.4651074116440329,-0.4238690925362063,-0.4371479496006363,-0.4327917156396938
32,-0.28060482660851627,-0.36584218782450323,-0.2836112612164513,-0.33681979955073477,-0.35313532560181515,-0.3896529016210989,-0.36013365218335985,-0.3154913951112795,-0.39099212166766023,-0.3894476354627311,-0.03634550531185053,-0.2559793097215078,-0.3383161159817931,-0.31606024485194795,-0.3349355635214297,-0.3963088923145816
33,-0.5032130544371962,-0.51797125515738,-0.2419746847884498,-0.33970296022507585,-0.5865248461689103,-0.40339523274921796,-0.058214435862741505,0.10359936320621461,-0.48782250947655004,-0.4477399880263894,0.03598446828626565,-0.23160728744795805,-0.44206915434631516,-0.34997052549830826,-0.05918320675505713,0.36028514750883983
34,-0.5040433461059113,-0.50616608732877,-0.11688861834774299,0.04842701645389813,-0.44988517315939525,-0.40246717694288375,-0.057601215368049234,0.2605095438939437,-0.4983736970859579,-0.2505500133571756,0.2244242962761843,0.19830121305054438,-0.36646222546497526,-0.2143827046035053,0.10409092449700308,0.33570219847743993
35,-0.50471025484733,-0.49518384007415933,-0.24184611090903835,-0.18083214976440182,-0.586140031386242,-0.4020610367039275,-0.16221986139664965,0.10169249688495738,-0.593431414759488,-0.24956942499102697,0.08916887065789172,-0.08646211362186383,-0.3840997638546768,-0.349353125408397,-0.05894550929863857,0.3427042317527151
36,-0.5057860218767919,-0.45364058302700716,-0.48782896320441127,-0.3842414312314026,-0.574637890106557,-0.470832917518363,-0.47487672424745464,-0.5187579751111987,-0.47188299121350047,-0.4579215651014965,-0.51011157766004,-0.4899246013038618,0.36031363136850825,-0.3989736378545728,-0.546172679943298,-0.5536902020537934
37,-0.5061339022928653,-0.5168239763951284,-0.4889153635391758,-0.37525854201714925,-0.5612475955816805,-0.554234028825365,-0.4742097204795201,-0.5158894818963207,-0.5365262488518708,-0.5167471808619379,-0.5152470037059752,-0.495279143039523,0.2933948915292817,-0.3009015866177341,-0.5465314738237027,-0.5507590116932414
38,-0.5065304293896572,-0.514181317479364,-0.4892316579536097,-0.3989798368528363,-0.5873372807070334,-0.5510736461085064,-0.4727815281430438,-0.5140281995616433,-0.5483139603370986,-0.4350548435820128,-0.5125606895063279,-0.49894629378048855,0.3377307511425362,-0.40947755118691703,-0.5465275526557488,-0.5502968143022359
39,-0.5039562855070346,-0.36849408741001877,-0.36445347310183285,-0.3387884545098273,-0.4899437216260295,-0.5118752320316924,-0.3725256071829444,-0.48903269193085713,-0.38575857981050576,-0.11818354988353533,-0.47655660921027304,-0.3568934233208081,-0.12612694027712862,0.06986843949763816,-0.31106595411619675,-0.3359575557920419
40,-0.5040238095850472,-0.4936792635447895,-0.40733522372671394,-0.37694161484200356,-0.3740912760588416,-0.3312031151613199,-0.33092893400503476,-0.3995180131163649,-0.33247244695760664,-0.03399073767009049,-0.27398470282179,-0.39564872644792803,-0.29599501838967335,0.26363141466879786,-0.30424165914820883,-0.5480450675279678
41,-0.4391396020314606,-0.3537697885723691,-0.42563977480136633,-0.39071093922420663,-0.5333078281456449,-0.3845425793435348,-0.35948754897372887,-0.47049199555918364,-0.4462285494833292,-0.3551077455043464,-0.3784164626669948,-0.49276673093578277,-0.4217542600495341,-0.048793633530544896,-0.38870271740638207,-0.46783267433023973
42,-0.48648321389915317,-0.3833397218678464,-0.46629525790120385,-0.3197965232011542,-0.3790246393874451,-0.41985843516752275,-0.36677760519098435,-0.45872203348651064,-0.3983514611020723,-0.3544477134249464,-0.40581050722585443,-0.34920464936191925,-0.3631925050718763,-0.3419275422110229,0.1941428571859065,-0.47188127967674703
43,-0.5039932567623047,-0.4665952889529422,-0.4889448351570569,-0.39614743310217904,-0.4769636203728767,-0.5080627903453686,-0.43230178071571523,-0.45241238154882457,-0.49605730129349385,-0.4113958405796213,-0.4119257710615752,-0.4469473313080648,-0.4417220220199307,-0.35084829875202767,0.1886260573906282,-0.42945049563813315
44,-0.5041814739448355,-0.33167677660180706,-0.35025300852507973,-0.3505004567559926,-0.35991858745057514,-0.4059693817870514,-0.3683446096275607,-0.36237912496061153,-0.42994355028508774,-0.41503301224279504,-0.4231736676542895,-0.334494503520873,-0.3557752797299918,-0.36540353689314486,0.08400830987410199,-0.2500880313303753
