progress,loss,accuracy
10.51,0.0,0.97
10.52,0.0,0.94
10.53,0.0,0.94
10.54,0.0,0.94
10.54,0.0,0.94
10.55,0.0,0.96
10.56,0.0,0.93
10.57,0.0,0.96
10.58,0.0,0.94
10.59,0.0,0.94
10.6,0.0,0.96
10.61,0.0,0.94
10.62,0.0,0.96
10.63,0.0,0.94
10.64,0.0,0.94
10.65,0.0,0.96
10.66,0.0,0.94
10.67,0.0004,0.93
10.67,0.0002,0.96
10.68,0.0,0.97
10.69,0.0,0.94
10.7,0.0,0.94
10.71,0.0,0.94
10.72,0.0,0.94
10.73,0.0001,0.96
10.74,0.0002,0.94
10.75,0.0,0.94
10.76,0.0,0.97
10.77,0.0,0.96
10.78,0.0,0.94
10.79,0.0,0.96
10.79,0.0,0.96
10.8,0.0,0.94
10.81,0.0,0.97
10.82,0.0,0.93
10.83,0.0,0.97
10.84,0.0,0.96
10.85,0.0,0.94
10.86,0.0,0.96
10.87,0.0,0.94
10.88,0.0,0.94
10.89,0.0,0.93
10.9,0.0,0.96
10.91,0.0,0.96
10.92,0.0,0.94
10.92,0.0,0.93
10.93,0.0,0.94
10.94,0.0,0.93
10.95,0.0,0.94
10.96,0.0,0.96
10.97,0.0,0.93
10.98,0.0,0.94
10.99,0.0,0.96
11.0,0.0,0.93
11.01,0.0,0.96
11.02,0.0,0.94
11.03,0.0,0.96
11.04,0.0,0.96
11.04,0.0,0.94
11.05,0.0,0.93
11.06,0.0,0.94
11.07,0.0,0.96
11.08,0.0,0.96
11.09,0.0,0.96
11.1,0.0,0.96
11.11,0.0,0.97
11.12,0.0,0.97
11.13,0.0,0.96
11.14,0.0,0.94
11.15,0.0,0.96
11.16,0.0,0.96
11.17,0.0,0.96
11.17,0.0,0.97
11.18,0.0,0.97
11.19,0.0,0.96
11.2,0.0,0.96
11.21,0.0,0.92
11.22,0.0,0.94
11.23,0.0,0.93
11.24,0.0,0.96
11.25,0.0,0.96
11.26,0.0,0.97
11.27,0.0,0.96
11.28,0.0,0.94
11.29,0.0,0.92
11.29,0.0,0.96
11.3,0.0,0.94
11.31,0.0,0.94
11.32,0.0,0.93
11.33,0.0,0.94
11.34,0.0,0.96
11.35,0.0,0.94
11.36,0.0,0.93
11.37,0.0,0.94
11.38,0.0,0.94
11.39,0.0,0.93
11.4,0.0,0.94
11.41,0.0,0.94
11.42,0.0,0.94
11.42,0.0,0.93
11.43,0.0,0.93
11.44,0.0,0.93
11.45,0.0,0.96
11.46,0.0,0.96
11.47,0.0,0.94
11.48,0.0,0.96
11.49,0.0,0.96
11.5,0.0,0.94
11.51,0.0,0.94
11.52,0.0,0.96
11.53,0.0,0.97
11.54,0.0,0.94
11.54,0.0,0.94
11.55,0.0,0.94
11.56,0.0,0.96
11.57,0.0,0.94
11.58,0.0,0.93
11.59,0.0,0.97
11.6,0.0,0.96
11.61,0.0,0.96
11.62,0.0,0.96
11.63,0.0,0.94
11.64,0.0,0.96
11.65,0.0,0.97
11.66,0.0,0.97
11.67,0.0,0.97
11.67,0.0,0.97
11.68,0.0,0.97
11.69,0.0,0.97
11.7,0.0,0.97
11.71,0.0,0.97
11.72,0.0,0.97
11.73,0.0,0.97
11.74,0.0,0.97
11.75,0.0,0.97
11.76,0.0,0.96
11.77,0.0,0.96
11.78,0.0,0.96
11.79,0.0,0.94
11.79,0.0,0.94
11.8,0.0,0.97
11.81,0.0,0.96
11.82,0.0,0.96
11.83,0.0,0.96
11.84,0.0,0.96
11.85,0.0,0.94
11.86,0.0,0.96
11.87,0.0,0.96
11.88,0.0,0.97
11.89,0.0,0.94
11.9,0.0,0.97
11.91,0.0,0.94
11.92,0.0,0.96
11.92,0.0,0.96
11.93,0.0,0.97
11.94,0.0,0.97
11.95,0.0,0.94
11.96,0.0,0.96
11.97,0.0,0.96
11.98,0.0,0.96
11.99,0.0,0.96
12.0,0.0,0.97
12.01,0.0,0.96
12.02,0.0,0.94
12.03,0.0,0.97
12.04,0.0,0.97
12.04,0.0,0.94
12.05,0.0,0.96
12.06,0.0,0.97
12.07,0.0,0.94
12.08,0.0,0.96
12.09,0.0,0.96
12.1,0.0,0.96
12.11,0.0,0.96
12.12,0.0,0.97
12.13,0.0,0.99
12.14,0.0,0.96
12.15,0.0,0.97
12.16,0.0,0.96
12.17,0.0,0.94
12.17,0.0,0.93
12.18,0.0,0.94
12.19,0.0,0.94
12.2,0.0,0.96
12.21,0.0,0.94
12.22,0.0,0.93
12.23,0.0,0.94
12.24,0.0,0.94
12.25,0.0,0.94
12.26,0.0,0.94
12.27,0.0,0.93
12.28,0.0,0.93
12.29,0.0,0.94
12.29,0.0,0.93
12.3,0.0,0.93
12.31,0.0,0.94
12.32,0.0,0.92
12.33,0.0,0.93
12.34,0.0,0.92
12.35,0.0,0.94
12.36,0.0,0.94
12.37,0.0,0.94
12.38,0.0,0.94
12.39,0.0,0.93
12.4,0.0,0.93
12.41,0.0,0.93
12.42,0.0,0.94
12.42,0.0,0.94
12.43,0.0,0.93
12.44,0.0,0.94
12.45,0.0,0.92
12.46,0.0,0.93
12.47,0.0,0.92
12.48,0.0,0.96
12.49,0.0,0.93
12.5,0.0,0.97
12.51,0.0,0.96
12.52,0.0,0.94
12.53,0.0,0.94
12.54,0.0,0.94
12.54,0.0,0.94
12.55,0.0,0.96
12.56,0.0,0.94
12.57,0.0,0.93
12.58,0.0,0.96
12.59,0.0,0.96
12.6,0.0,0.96
12.61,0.0,0.97
12.62,0.0,0.96
12.63,0.0,0.96
12.64,0.0,0.94
12.65,0.0,0.96
12.66,0.0,0.96
12.67,0.0,0.94
12.67,0.0,0.97
12.68,0.0,0.96
12.69,0.0,0.96
12.7,0.0,0.96
12.71,0.0,0.96
12.72,0.0,0.96
12.73,0.0,0.96
12.74,0.0,0.93
12.75,0.0,0.96
12.76,0.0,0.94
12.77,0.0,0.97
12.78,0.0,0.96
12.79,0.0,0.97
12.79,0.0,0.97
12.8,0.0,0.96
12.81,0.0,0.94
12.82,0.0,0.97
12.83,0.0,0.94
12.84,0.0,0.96
12.85,0.0,0.96
12.86,0.0,0.96
12.87,0.0,0.96
12.88,0.0,0.97
12.89,0.0,0.97
12.9,0.0,0.97
12.91,0.0,0.97
12.92,0.0,0.97
12.92,0.0,0.96
12.93,0.0,0.96
12.94,0.0,0.97
12.95,0.0,0.97
12.96,0.0,0.97
12.97,0.0,0.97
12.98,0.0,0.97
12.99,0.0,0.96
13.0,0.0,0.97
13.01,0.0,0.96
13.02,0.0,0.97
13.03,0.0,0.96
13.04,0.0,0.97
13.04,0.0,0.97
13.05,0.0,0.97
13.06,0.0,0.96
13.07,0.0,0.97
13.08,0.0,0.96
13.09,0.0,0.97
13.1,0.0,0.96
13.11,0.0,0.97
13.12,0.0,0.97
13.13,0.0,0.96
13.14,0.0,0.97
13.15,0.0,0.97
13.16,0.0,0.94
13.17,0.0,0.96
13.17,0.0,0.96
13.18,0.0,0.94
13.19,0.0,0.94
13.2,0.0,0.96
13.21,0.0,0.94
13.22,0.0,0.97
13.23,0.0,0.97
13.24,0.0,0.97
13.25,0.0,0.97
13.26,0.0,0.96
13.27,0.0,0.97
13.28,0.0,0.94
13.29,0.0,0.97
13.29,0.0,0.96
13.3,0.0,0.94
13.31,0.0,0.94
13.32,0.0,0.94
13.33,0.0,0.94
13.34,0.0,0.94
13.35,0.0001,0.94
13.36,0.0,0.96
13.37,0.0,0.96
13.38,0.0,0.96
13.39,0.0,0.96
13.4,0.0,0.97
13.41,0.0,0.96
13.42,0.0,0.94
13.42,0.0,0.99
13.43,0.0,0.97
13.44,0.0,0.96
13.45,0.0,0.96
13.46,0.0,0.94
13.47,0.0,0.94
13.48,0.0,0.94
13.49,0.0,0.96
13.5,0.0,0.96
13.51,0.0,0.97
13.52,0.0,0.94
13.53,0.0,0.97
13.54,0.0,0.97
13.54,0.0,0.97
13.55,0.0,0.96
13.56,0.0,0.96
13.57,0.0,0.94
13.58,0.0,0.96
13.59,0.0,0.94
13.6,0.0,0.94
13.61,0.0,0.96
13.62,0.0,0.94
13.63,0.0,0.94
13.64,0.0,0.97
13.65,0.0,0.97
13.66,0.0,0.97
13.67,0.0,0.96
13.67,0.0,0.97
13.68,0.0,0.96
13.69,0.0,0.96
13.7,0.0,0.96
13.71,0.0,0.96
13.72,0.0,0.97
13.73,0.0,0.96
13.74,0.0,0.96
13.75,0.0,0.96
13.76,0.0,0.96
13.77,0.0,0.96
13.78,0.0,0.94
13.79,0.0,0.96
13.79,0.0,0.96
13.8,0.0,0.99
13.81,0.0,0.94
13.82,0.0,0.94
13.83,0.0,0.97
13.84,0.0,0.96
13.85,0.0,0.97
13.86,0.0,0.96
13.87,0.0,0.96
13.88,0.0,0.96
13.89,0.0,0.97
13.9,0.0,0.96
13.91,0.0,0.97
13.92,0.0,0.97
13.92,0.0,0.99
13.93,0.0,0.97
13.94,0.0,0.96
13.95,0.0,0.94
13.96,0.0,0.96
13.97,0.0,0.94
13.98,0.0,0.94
13.99,0.0,0.99
14.0,0.0,0.97
14.01,0.0,0.96
14.02,0.0,0.97
14.03,0.0,0.97
14.04,0.0,0.97
14.04,0.0,0.97
14.05,0.0,0.97
14.06,0.0,0.97
14.07,0.0,0.97
14.08,0.0,0.97
14.09,0.0,0.96
14.1,0.0,0.96
14.11,0.0,0.99
14.12,0.0,0.96
14.13,0.0,0.96
14.14,0.0,0.96
14.15,0.0,0.96
14.16,0.0,0.97
14.17,0.0,0.96
14.17,0.0,0.96
14.18,0.0,0.97
14.19,0.0,0.97
14.2,0.0,0.96
14.21,0.0,0.97
14.22,0.0,0.96
14.23,0.0,0.96
14.24,0.0,0.97
14.25,0.0,0.96
14.26,0.0,0.96
14.27,0.0,0.96
14.28,0.0,0.94
14.29,0.0,0.96
14.29,0.0,0.96
14.3,0.0,0.96
14.31,0.0,0.97
14.32,0.0,0.96
14.33,0.0,0.96
14.34,0.0,0.97
14.35,0.0,0.97
14.36,0.0,0.96
14.37,0.0,0.97
14.38,0.0,0.96
14.39,0.0,0.97
14.4,0.0,0.96
14.41,0.0,0.97
14.42,0.0,0.96
14.42,0.0,0.97
14.43,0.0,0.96
14.44,0.0,0.99
14.45,0.0,0.97
14.46,0.0,0.97
14.47,0.0,0.97
14.48,0.0,0.97
14.49,0.0,0.96
14.5,0.0,0.96
14.51,0.0,0.97
14.52,0.0,0.96
14.53,0.0,0.97
14.54,0.0,0.94
14.54,0.0,0.94
14.55,0.0,0.94
14.56,0.0,0.94
14.57,0.0,0.94
14.58,0.0,0.94
14.59,0.0,0.97
14.6,0.0,0.96
14.61,0.0,0.96
14.62,0.0,0.97
14.63,0.0,0.94
14.64,0.0,0.94
14.65,0.0,0.94
14.66,0.0,0.97
14.67,0.0,0.96
14.67,0.0,0.94
14.68,0.0,0.96
14.69,0.0,0.96
14.7,0.0,0.97
14.71,0.0,0.97
14.72,0.0,0.97
14.73,0.0,0.97
14.74,0.0,0.97
14.75,0.0,0.97
14.76,0.0,0.97
14.77,0.0,0.97
14.78,0.0,0.97
14.79,0.0,0.96
14.79,0.0,0.97
14.8,0.0,0.99
14.81,0.0,0.97
14.82,0.0,0.97
14.83,0.0,0.97
14.84,0.0,0.96
14.85,0.0,0.97
14.86,0.0,0.97
14.87,0.0,0.97
14.88,0.0,0.97
14.89,0.0,0.97
14.9,0.0,0.99
14.91,0.0,0.97
14.92,0.0,0.97
14.92,0.0,0.96
14.93,0.0,0.99
14.94,0.0,0.96
14.95,0.0,0.96
14.96,0.0,0.97
14.97,0.0,0.97
14.98,0.0,0.96
14.99,0.0,0.96
15.0,0.0,0.96
15.01,0.0,0.96
15.02,0.0,0.96
15.03,0.0,0.97
15.04,0.0,0.94
15.04,0.0,0.96
15.05,0.0,0.97
15.06,0.0,0.94
15.07,0.0,0.96
15.08,0.0,0.96
15.09,0.0,0.94
15.1,0.0,0.96
15.11,0.0,0.97
15.12,0.0,0.94
15.13,0.0,0.96
15.14,0.0,0.94
15.15,0.0,0.94
15.16,0.0,0.94
15.17,0.0,0.97
15.17,0.0,0.96
15.18,0.0,0.96
15.19,0.0,0.96
15.2,0.0,0.96
15.21,0.0,0.96
15.22,0.0,0.94
15.23,0.0,0.96
15.24,0.0,0.99
15.25,0.0,0.96
15.26,0.0,0.94
15.27,0.0,0.94
15.28,0.0,0.96
15.29,0.0,0.96
15.29,0.0,0.96
15.3,0.0,0.97
15.31,0.0,0.97
15.32,0.0,0.96
15.33,0.0,0.94
15.34,0.0,0.96
15.35,0.0,0.96
15.36,0.0,0.94
15.37,0.0,0.96
15.38,0.0,0.96
15.39,0.0,0.96
15.4,0.0,0.96
15.41,0.0,0.96
15.42,0.0,0.97
15.42,0.0,0.96
15.43,0.0,0.96
15.44,0.0,0.96
15.45,0.0,0.97
15.46,0.0,0.97
15.47,0.0,0.97
15.48,0.0,0.97
15.49,0.0,0.97
15.5,0.0,0.97
15.51,0.0,0.96
15.52,0.0,0.97
15.53,0.0,0.97
15.54,0.0,0.97
15.54,0.0,0.97
15.55,0.0,0.97
15.56,0.0,0.97
15.57,0.0,0.97
15.58,0.0,0.97
15.59,0.0,0.97
15.6,0.0,0.96
15.61,0.0,0.97
15.62,0.0,0.97
15.63,0.0,0.97
15.64,0.0,0.97
15.65,0.0,0.97
15.66,0.0,0.97
15.67,0.0,0.97
15.67,0.0,0.97
15.68,0.0,0.96
15.69,0.0,0.97
15.7,0.0,0.97
15.71,0.0,0.97
15.72,0.0,0.97
15.73,0.0,0.96
15.74,0.0,0.96
15.75,0.0,0.97
15.76,0.0,0.97
15.77,0.0,0.97
15.78,0.0,0.97
15.79,0.0,0.97
15.79,0.0,0.97
15.8,0.0,0.97
15.81,0.0,0.97
15.82,0.0,0.96
15.83,0.0,0.97
15.84,0.0,0.97
15.85,0.0,0.97
15.86,0.0,0.97
15.87,0.0,0.97
15.88,0.0,0.97
15.89,0.0,0.97
15.9,0.0,0.97
15.91,0.0,0.96
15.92,0.0,0.97
15.92,0.0,0.97
15.93,0.0,0.94
15.94,0.0,0.97
15.95,0.0,0.97
15.96,0.0,0.97
15.97,0.0,0.97
15.98,0.0,0.97
15.99,0.0,0.96
16.0,0.0,0.96
16.01,0.0,0.96
16.02,0.0,0.97
16.03,0.0,0.97
16.04,0.0,0.97
16.04,0.0,0.96
16.05,0.0,0.97
16.06,0.0,0.96
16.07,0.0,0.96
16.08,0.0,0.96
16.09,0.0,0.97
16.1,0.0,0.97
16.11,0.0,0.96
16.12,0.0,0.97
16.13,0.0,0.96
16.14,0.0,0.96
16.15,0.0,0.96
16.16,0.0,0.96
16.17,0.0,0.97
16.17,0.0,0.97
16.18,0.0,0.97
16.19,0.0,0.96
16.2,0.0,0.96
16.21,0.0,0.97
16.22,0.0,0.96
16.23,0.0,0.97
16.24,0.0,0.96
16.25,0.0,0.96
16.26,0.0,0.96
16.27,0.0,0.96
16.28,0.0,0.96
16.29,0.0,0.94
16.29,0.0,0.96
16.3,0.0,0.94
16.31,0.0,0.96
16.32,0.0,0.96
16.33,0.0,0.94
16.34,0.0,0.94
16.35,0.0,0.96
16.36,0.0,0.94
16.37,0.0,0.96
16.38,0.0,0.93
16.39,0.0,0.92
16.4,0.0,0.94
16.41,0.0,0.96
16.42,0.0,0.92
16.42,0.0,0.96
16.43,0.0,0.96
16.44,0.0,0.96
16.45,0.0,0.94
16.46,0.0,0.94
16.47,0.0,0.96
16.48,0.0,0.94
16.49,0.0,0.94
16.5,0.0,0.96
16.51,0.0,0.97
16.52,0.0,0.97
16.53,0.0,0.96
16.54,0.0,0.94
16.54,0.0,0.94
16.55,0.0,0.96
16.56,0.0,0.97
16.57,0.0,0.96
16.58,0.0,0.97
16.59,0.0,0.96
16.6,0.0,0.97
16.61,0.0,0.99
16.62,0.0,0.97
16.63,0.0,0.97
16.64,0.0,0.97
16.65,0.0,0.97
16.66,0.0,0.97
16.67,0.0,0.97
16.67,0.0,0.96
16.68,0.0,0.97
16.69,0.0,0.97
16.7,0.0,0.96
16.71,0.0,0.96
16.72,0.0,0.99
16.73,0.0,0.96
16.74,0.0,0.96
16.75,0.0,0.97
16.76,0.0,0.97
16.77,0.0,0.97
16.78,0.0,0.97
16.79,0.0,0.97
16.79,0.0,0.97
16.8,0.0,0.97
16.81,0.0,0.97
16.82,0.0,0.97
16.83,0.0,0.97
16.84,0.0,0.97
16.85,0.0,0.99
16.86,0.0,0.96
16.87,0.0,0.97
16.88,0.0,0.97
16.89,0.0,0.97
16.9,0.0,0.97
16.91,0.0,0.96
16.92,0.0,0.97
16.92,0.0,0.96
16.93,0.0,0.97
16.94,0.0,0.97
16.95,0.0,0.97
16.96,0.0,0.96
16.97,0.0,0.96
16.98,0.0,0.97
16.99,0.0,0.97
17.0,0.0,0.97
17.01,0.0,0.97
17.02,0.0,0.97
17.03,0.0,0.96
17.04,0.0,0.97
17.04,0.0,0.97
17.05,0.0,0.96
17.06,0.0,0.96
17.07,0.0,0.96
17.08,0.0,0.94
17.09,0.0,0.94
17.1,0.0,0.97
17.11,0.0,0.96
17.12,0.0,0.96
17.13,0.0,0.97
17.14,0.0,0.94
17.15,0.0,0.96
17.16,0.0,0.96
17.17,0.0,0.96
17.17,0.0,0.94
17.18,0.0,0.94
17.19,0.0,0.94
17.2,0.0,0.96
17.21,0.0,0.93
17.22,0.0,0.94
17.23,0.0,0.94
17.24,0.0,0.96
17.25,0.0,0.94
17.26,0.0,0.96
17.27,0.0,0.94
17.28,0.0,0.94
17.29,0.0,0.93
17.29,0.0,0.94
17.3,0.0,0.94
17.31,0.0,0.96
17.32,0.0,0.97
17.33,0.0,0.96
17.34,0.0,0.94
17.35,0.0,0.94
17.36,0.0,0.97
17.37,0.0,0.96
17.38,0.0,0.94
17.39,0.0,0.96
17.4,0.0,0.97
17.41,0.0,0.97
17.42,0.0,0.96
17.42,0.0,0.96
17.43,0.0,0.97
17.44,0.0,0.97
17.45,0.0,0.97
17.46,0.0,0.96
17.47,0.0,0.96
17.48,0.0,0.97
17.49,0.0,0.96
17.5,0.0,0.97
17.51,0.0,0.97
17.52,0.0,0.97
17.53,0.0,0.97
17.54,0.0,0.97
17.54,0.0,0.97
17.55,0.0,0.97
17.56,0.0,0.97
17.57,0.0,0.97
17.58,0.0,0.97
17.59,0.0,0.99
17.6,0.0,0.97
17.61,0.0,0.97
17.62,0.0,0.97
17.63,0.0,0.97
17.64,0.0,0.97
17.65,0.0,0.97
17.66,0.0,0.97
17.67,0.0,0.97
17.67,0.0,0.97
17.68,0.0,0.96
17.69,0.0,0.97
17.7,0.0,0.97
17.71,0.0,0.97
17.72,0.0,0.97
17.73,0.0,0.97
17.74,0.0,0.97
17.75,0.0,0.97
17.76,0.0,0.97
17.77,0.0,0.97
17.78,0.0,0.97
17.79,0.0,0.97
17.79,0.0,0.97
17.8,0.0,0.97
17.81,0.0,0.97
17.82,0.0,0.97
17.83,0.0,0.97
17.84,0.0,0.97
17.85,0.0,0.97
17.86,0.0,0.97
17.87,0.0,0.97
17.88,0.0,0.97
17.89,0.0,0.97
17.9,0.0,0.97
17.91,0.0,0.97
17.92,0.0,0.97
17.92,0.0,0.97
17.93,0.0,0.97
17.94,0.0,0.97
17.95,0.0,0.96
17.96,0.0,0.97
17.97,0.0,0.97
17.98,0.0,0.97
17.99,0.0,0.97
18.0,0.0,0.96
18.01,0.0,0.97
18.02,0.0,0.97
18.03,0.0,0.97
18.04,0.0,0.97
18.04,0.0,0.97
18.05,0.0,0.97
18.06,0.0,0.97
18.07,0.0,0.96
18.08,0.0,0.97
18.09,0.0,0.96
18.1,0.0,0.96
18.11,0.0,0.97
18.12,0.0,0.97
18.13,0.0,0.96
18.14,0.0,0.96
18.15,0.0,0.97
18.16,0.0,0.96
18.17,0.0,0.97
18.17,0.0,0.97
18.18,0.0,0.97
18.19,0.0,0.97
18.2,0.0,0.94
18.21,0.0,0.97
18.22,0.0,0.96
18.23,0.0,0.96
18.24,0.0,0.96
18.25,0.0,0.96
18.26,0.0,0.96
18.27,0.0,0.96
18.28,0.0,0.96
18.29,0.0,0.96
18.29,0.0,0.96
18.3,0.0,0.97
18.31,0.0,0.96
18.32,0.0,0.96
18.33,0.0,0.96
18.34,0.0,0.96
18.35,0.0,0.94
18.36,0.0,0.97
18.37,0.0,0.97
18.38,0.0,0.97
18.39,0.0,0.97
18.4,0.0,0.96
18.41,0.0,0.94
18.42,0.0,0.96
18.42,0.0,0.96
18.43,0.0,0.96
18.44,0.0,0.97
18.45,0.0,0.97
18.46,0.0,0.96
18.47,0.0,0.97
18.48,0.0,0.94
18.49,0.0,0.96
18.5,0.0,0.96
18.51,0.0,0.96
18.52,0.0,0.97
18.53,0.0,0.97
18.54,0.0,0.97
18.54,0.0,0.96
18.55,0.0,0.96
18.56,0.0,0.96
18.57,0.0,0.96
18.58,0.0,0.96
18.59,0.0,0.96
18.6,0.0,0.96
18.61,0.0,0.97
18.62,0.0,0.96
18.63,0.0,0.97
18.64,0.0,0.97
18.65,0.0,0.96
18.66,0.0,0.96
18.67,0.0,0.97
18.67,0.0,0.97
18.68,0.0,0.96
18.69,0.0,0.97
18.7,0.0,0.97
18.71,0.0,0.96
18.72,0.0,0.97
18.73,0.0,0.96
18.74,0.0,0.97
18.75,0.0,0.96
18.76,0.0,0.96
18.77,0.0,0.97
18.78,0.0,0.96
18.79,0.0,0.96
18.79,0.0,0.97
18.8,0.0,0.96
18.81,0.0,0.94
18.82,0.0,0.97
18.83,0.0,0.96
18.84,0.0,0.96
18.85,0.0,0.96
18.86,0.0,0.96
18.87,0.0,0.96
18.88,0.0,0.96
18.89,0.0,0.97
18.9,0.0,0.97
18.91,0.0,0.97
18.92,0.0,0.97
18.92,0.0,0.96
18.93,0.0,0.97
18.94,0.0,0.97
18.95,0.0,0.97
18.96,0.0,0.97
18.97,0.0,0.96
18.98,0.0,0.97
18.99,0.0,0.97
19.0,0.0,0.96
19.01,0.0,0.97
19.02,0.0,0.97
19.03,0.0,0.97
19.04,0.0,0.97
19.04,0.0,0.94
19.05,0.0,0.97
19.06,0.0,0.96
19.07,0.0,0.97
19.08,0.0,0.94
19.09,0.0,0.97
19.1,0.0,0.96
19.11,0.0,0.99
19.12,0.0,0.96
19.13,0.0,0.96
19.14,0.0,0.97
19.15,0.0,0.96
19.16,0.0,0.97
19.17,0.0,0.96
19.17,0.0,0.97
19.18,0.0,0.96
19.19,0.0,0.97
19.2,0.0,0.96
19.21,0.0,0.97
19.22,0.0,0.96
19.23,0.0,0.96
19.24,0.0,0.96
19.25,0.0,0.96
19.26,0.0,0.97
19.27,0.0,0.94
19.28,0.0,0.97
19.29,0.0,0.97
19.29,0.0,0.97
19.3,0.0,0.97
19.31,0.0,0.97
19.32,0.0,0.97
19.33,0.0,0.96
19.34,0.0,0.96
19.35,0.0,0.96
19.36,0.0,0.96
19.37,0.0,0.97
19.38,0.0,0.96
19.39,0.0,0.97
19.4,0.0,0.96
19.41,0.0,0.96
19.42,0.0,0.96
19.42,0.0,0.96
19.43,0.0,0.96
19.44,0.0,0.96
19.45,0.0,0.97
19.46,0.0,0.96
19.47,0.0,0.96
19.48,0.0,0.96
19.49,0.0,0.96
19.5,0.0,0.97
19.51,0.0,0.96
19.52,0.0,0.97
19.53,0.0,0.96
19.54,0.0,0.97
19.54,0.0,0.94
19.55,0.0,0.96
19.56,0.0,0.97
19.57,0.0,0.96
19.58,0.0,0.96
19.59,0.0,0.97
19.6,0.0,0.97
19.61,0.0,0.94
19.62,0.0,0.94
19.63,0.0,0.96
19.64,0.0,0.96
19.65,0.0,0.94
19.66,0.0,0.96
19.67,0.0,0.96
19.67,0.0,0.96
19.68,0.0,0.96
19.69,0.0,0.96
19.7,0.0,0.97
19.71,0.0,0.94
19.72,0.0,0.96
19.73,0.0,0.96
19.74,0.0,0.94
19.75,0.0,0.96
19.76,0.0,0.99
19.77,0.0,0.97
19.78,0.0,0.97
19.79,0.0,0.96
19.79,0.0,0.97
19.8,0.0,0.97
19.81,0.0,0.97
19.82,0.0,0.97
19.83,0.0,0.97
19.84,0.0,0.97
19.85,0.0,0.97
19.86,0.0,0.96
19.87,0.0,0.96
19.88,0.0,0.96
19.89,0.0,0.97
19.9,0.0,0.96
19.91,0.0,0.96
19.92,0.0,0.96
19.92,0.0,0.97
19.93,0.0,0.97
19.94,0.0,0.97
19.95,0.0,0.97
19.96,0.0,0.97
19.97,0.0,0.96
19.98,0.0,0.96
19.99,0.0,0.94
20.0,0.0,0.97
20.01,0.0,0.96
20.02,0.0,0.97
20.03,0.0,0.97
20.04,0.0,0.97
20.04,0.0,0.97
20.05,0.0,0.97
20.06,0.0,0.96
20.07,0.0,0.97
20.08,0.0,0.96
20.09,0.0,0.96
20.1,0.0,0.97
20.11,0.0,0.96
20.12,0.0,0.96
20.13,0.0,0.96
20.14,0.0,0.97
20.15,0.0,0.97
20.16,0.0,0.97
20.17,0.0,0.96
20.17,0.0,0.97
20.18,0.0,0.96
20.19,0.0,0.97
20.2,0.0,0.96
20.21,0.0,0.94
20.22,0.0,0.97
20.23,0.0,0.97
20.24,0.0,0.97
20.25,0.0,0.96
20.26,0.0,0.96
20.27,0.0,0.97
20.28,0.0,0.94
20.29,0.0,0.97
20.29,0.0,0.96
20.3,0.0,0.96
20.31,0.0,0.97
20.32,0.0,0.97
20.33,0.0,0.97
20.34,0.0,0.97
20.35,0.0,0.99
20.36,0.0,0.97
20.37,0.0,0.96
20.38,0.0,0.97
20.39,0.0,0.97
20.4,0.0,0.97
20.41,0.0,0.97
20.42,0.0,0.97
20.42,0.0,0.97
20.43,0.0,0.97
20.44,0.0,0.97
20.45,0.0,0.97
20.46,0.0,0.97
20.47,0.0,0.97
20.48,0.0,0.97
20.49,0.0,0.97
20.5,0.0,0.97
20.51,0.0,0.96
20.52,0.0,0.96
20.53,0.0,0.96
20.54,0.0,0.97
20.54,0.0,0.97
20.55,0.0,0.96
20.56,0.0,0.96
20.57,0.0,0.96
20.58,0.0,0.96
20.59,0.0,0.97
20.6,0.0,0.96
20.61,0.0,0.97
20.62,0.0,0.96
20.63,0.0,0.96
20.64,0.0,0.97
20.65,0.0,0.96
20.66,0.0,0.96
20.67,0.0,0.96
20.67,0.0,0.96
20.68,0.0,0.96
20.69,0.0,0.97
20.7,0.0,0.96
20.71,0.0,0.97
20.72,0.0,0.96
20.73,0.0,0.97
20.74,0.0,0.96
20.75,0.0,0.97
20.76,0.0,0.96
20.77,0.0,0.96
20.78,0.0,0.97
20.79,0.0,0.96
20.79,0.0,0.96
20.8,0.0,0.96
20.81,0.0,0.97
20.82,0.0,0.97
20.83,0.0,0.97
20.84,0.0,0.97
20.85,0.0,0.96
20.86,0.0,0.97
20.87,0.0,0.97
20.88,0.0,0.96
20.89,0.0,0.96
20.9,0.0,0.94
20.91,0.0,0.94
20.92,0.0,0.96
20.92,0.0,0.96
20.93,0.0,0.97
20.94,0.0,0.97
20.95,0.0,0.94
20.96,0.0,0.97
20.97,0.0,0.97
20.98,0.0,0.96
20.99,0.0,0.97
21.0,0.0,0.97
21.01,0.0,0.97
21.02,0.0,0.97
21.03,0.0,0.97
21.04,0.0,0.97
21.04,0.0,0.97
21.05,0.0,0.97
21.06,0.0,0.97
21.07,0.0,0.97
21.08,0.0,0.97
21.09,0.0,0.97
21.1,0.0,0.97
21.11,0.0,0.97
21.12,0.0,0.97
21.13,0.0,0.96
21.14,0.0,0.97
21.15,0.0,0.97
21.16,0.0,0.97
21.17,0.0,0.97
21.17,0.0,0.96
21.18,0.0,0.97
21.19,0.0,0.97
21.2,0.0,0.97
21.21,0.0,0.97
21.22,0.0,0.94
21.23,0.0,0.96
21.24,0.0,0.96
21.25,0.0,0.96
21.26,0.0,0.97
21.27,0.0,0.97
21.28,0.0,0.97
21.29,0.0,0.97
