1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,force_label,index
14.6065054130575,15.7979352881494,35.281299465281,19.6333398870959,22.7761283081763,27.9955189665777,33.2627767450311,17.0010937942537,0.0850616911820601,23.598938445998,26.7301675487031,13.8000479147781,8.49945237300308,18.7854030832617,21.0043489023585,11.5027817799868,2.0,0
25.5237798791696,16.0029859627228,9.66231265906854,8.44430282859645,6.48008897478755,18.7862108840086,10.1011222774109,7.66331849820824,0.065153894938035,17.9399148835238,9.84162170780178,2.98652252095364,8.42793735974028,14.5298503508615,11.911006374749,5.64756392855117,2.0,1
32.6617062179916,38.0084233914838,69.7259945329149,35.4155013298367,28.1426219224565,60.6193754918435,67.5791815150767,33.3247431929547,0.0410310403936049,39.9588826552797,49.2962419675253,27.3844406912619,7.89154910795888,25.4153482175404,33.3166505511672,22.5552270709779,2.0,2
27.8978638689821,39.1889361005737,25.3476251660241,34.8222364224903,3.16533312155096,36.8877608329316,44.5783305384266,28.9562515043633,0.0403420073909758,26.1381898473565,33.9701082078118,21.230567486301,7.68566754094625,20.7560271842504,26.5891077468598,17.1349424795788,2.0,3
33.0229116678232,40.9433313360292,30.2935425230172,36.6206543751736,2.1235492512128,38.3559042491103,48.8586669065376,31.6689629237603,0.0332402926863724,26.1837346225277,35.7335421640095,22.0909188723062,7.62709634832847,19.9053311340206,26.7412285468587,17.1023255892341,2.0,4
18.4124045780175,8.4405753905628,27.0247092021365,7.24628098297583,0.700078595315322,8.53249398961331,13.6828266808048,6.23281245953568,0.0648820967592051,6.72785662823933,7.34161891478907,4.91660680182345,5.28102504633204,4.76422095112415,5.53020141040465,3.8133812035916,2.0,5
15.1570717787954,3.19907513663845,3.54610875679202,20.4947873615826,4.04429577211686,2.37573313554371,3.16380392488584,6.6114538413903,0.0708463273774304,2.77311534244707,2.74544572392084,2.58261782596956,4.06168566092199,2.61661327120917,3.03814604047768,2.21787909553748,2.0,6
10.7589861298761,2.69490051931922,5.73487221659855,20.2754952044843,0.172011165202745,3.67614180702009,4.79242072454577,6.47771549331523,0.0413982619008644,2.64429685275012,3.51374795495083,1.90473675888235,2.0991983694977,2.08946388808818,2.75778627947233,1.23374585247344,2.0,7
11.2126813149979,11.4847118721234,23.4793094805276,29.6838970357706,1.08182760051326,11.9202442401592,19.9522737643222,24.769186527809,0.0419644898188546,8.45066609558945,11.2336798848674,12.376113349677,3.32699242486139,7.83307001531352,7.22886179621072,5.77977433175455,2.0,8
23.3327902040132,26.9032993574814,21.6890949923831,8.10062710032429,8.705337090362,36.5024656970805,28.8469434936906,11.2181301758976,0.035693940683568,34.4494498884135,27.1649038684648,12.6876803259064,9.33131581776938,30.7359236058293,23.9768423018588,10.5290543349958,2.0,9
20.5307717241983,17.6334833263537,18.9086065750715,9.26046167661982,9.03328330784468,14.5280513219423,19.7290509840721,11.4657028898159,0.0506039772154668,13.85409062726,17.8097168452815,11.7155741045964,10.3221103706153,15.2583366929911,15.7310698563788,11.3345706770997,2.0,10
47.7845989696372,11.3682179351689,12.4623592435551,7.0776895697413,50.1885901837748,13.7551793039303,13.5224186905991,7.6505162427569,0.0413178203987961,16.4333131463338,12.9742292131364,7.33274340180094,8.49013830393689,16.1791932902353,13.1922304164278,7.04419385890975,2.0,11
15.1322575369072,55.4539760745755,9.56570594783716,5.37406540498448,5.16331081395465,37.3450249516923,14.9277577850235,5.21024724254128,0.0358128188180369,26.4282951952114,16.244696524351,4.63920175035943,3.85538824500909,14.8255875498638,14.7050551915061,4.03536291063319,2.0,12
28.4549028039225,10.5443033158184,12.6925480430177,7.9219172803404,8.92387857641859,12.1070744021068,14.1979314090206,8.59566550738576,0.0400973707956238,12.0802451406272,13.6225890705716,7.97666474039299,8.30413065658654,13.1177926539348,12.6712025481335,5.95335263981586,2.0,13
28.6475971241863,25.8293642846167,27.8179451611547,13.1236062523694,13.8976794838544,26.9036787391782,32.4449596934371,15.5501915320136,0.0375823710160991,29.2641567394082,32.0691046391986,16.6836005263626,9.33485088131413,25.0352090842757,27.3294410397022,13.1760429655755,2.0,14
6.33243394965324,47.2549724738962,92.778607338724,8.62718935973703,2.36292542240749,56.2349282595564,108.594429306799,29.2571815193668,0.040168214862409,50.8577291664899,93.6989527738435,39.0008866427211,1.54595954061647,38.7978810667126,50.6131154930452,28.4556298994669,2.0,15
16.2473548195602,7.44175365795356,7.69497919457013,5.99193018291239,9.26401753662413,8.42005531055191,17.9715662770228,6.44026210995464,0.0360408326387204,8.08352674750421,10.7988321094817,6.16682244347253,5.83139690965747,6.83389132351068,7.62192931402699,4.56021073981701,2.0,16
