1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,position_label,index
5.04243119674769,0.719899565245061,0.0579009211269058,0.219207591487814,0.2037127564786,0.0512031586170191,0.0290797319076185,0.0741730976290167,0.0991358314151156,0.0885907212626847,0.0721961533935116,0.0428074915940153,0.358460286776224,0.048534696943146,0.0336117621853163,0.0375965895343752,0.0,0
4.6502427949295,1.52485346286686,0.0677259684334157,0.684030348259407,0.0735145599911423,-0.0239511491205788,0.0332503034363523,0.0764617865134433,0.0927610751623682,0.0877437763559435,0.0768313319431828,0.0481508733279275,0.198322675987548,0.0456287654493841,0.0406447380580984,0.0372946481556518,0.0,1
5.38016773411596,0.896880204895696,0.0627177789472237,0.392725431699553,0.25378896318286,0.178843992908425,0.0176585459042173,0.0817272559992821,0.0919985870086542,0.0855514331813144,0.077792450129249,0.0531643413739786,0.0114702803813717,0.0457271281853222,0.0455018277341964,0.0379759121230305,0.0,2
1.54394242764304,5.85758601226752,1.25284004406691,0.986119285737402,0.38286328651725,0.123107753567993,0.571962089259853,0.0957667681606396,0.143812387514787,0.0584585756645875,0.0798692441061784,-0.0476735794493841,0.237099762744661,0.0137696780285345,-0.000304242047840337,0.0117985281085984,1.0,3
1.97527925048936,6.0062190422576,2.67203291794344,1.31920996874608,1.99552140507649,3.42175956317819,2.19813029484338,1.05153948880785,1.07030528554883,1.34354151112623,1.03249196679203,1.04908952626352,0.954982898882741,1.08315709503588,0.999164395836228,1.05779168979351,1.0,4
1.5799713792572,4.57215430413515,0.686323107639934,1.00756436969488,0.103674874703939,0.844944113107239,0.65602542143833,0.0424863582677471,0.0634869343834721,0.47115527561513,0.117488330504388,0.0668003493994824,0.269201312849512,0.0912975334089337,0.031078671550116,0.0248998326473616,1.0,5
0.74705107937232,1.00976104446653,7.08201348895262,0.300889667422385,0.209649148064393,1.04598277499764,0.795915325794592,0.678195069520144,0.455491603941069,0.237149514679856,0.520722702852075,0.0030981025962502,0.887510366243831,-0.0330713505276249,0.231363352202091,-0.0256907441038455,2.0,6
0.891481317048336,0.656314281814181,6.92855188214282,0.4419848102706,0.833559607724998,0.934527955986257,1.23091670299681,1.02045420465864,0.827845597282951,1.20448271511258,0.639245483120402,-0.0359592081537228,1.12141516224759,-0.0431742235406162,-0.0182663522240074,0.000377620003624721,2.0,7
1.45111743563686,1.00185964650416,7.69495121199106,1.30847271406671,0.863230861758896,1.01628067978674,1.11465529507544,1.02465898308506,0.139334176975421,1.01974242021171,1.02662447028509,0.00177094912983743,0.207439706670296,0.0719386612123504,0.284055095678324,0.0211671730788897,2.0,8
0.12253282943,0.895108953860578,0.629024721639259,8.32942946600413,0.0847109645297272,0.178629723166819,0.150062934175209,0.865454694699051,0.0888567268801827,0.0452704136247192,0.0399848530556557,-0.00310396227953692,0.345095130331728,0.0275893150478588,0.00991776680530278,-0.0053525312439149,3.0,9
0.159163241344672,1.07256110744746,0.646876403128556,7.63522990802318,0.212678541820174,0.824006297408976,0.927097831372821,1.00608730654054,0.202206673262599,0.0759007298059481,0.0546826564790604,0.171929079394384,0.39739963238627,0.0275124124499384,0.00875579137846204,-0.0708827463365679,3.0,10
